USER       PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root         1  0.0  0.0  21448  1448 ?        Ss   May01   0:02 /sbin/init
root        89  0.0  0.0      0     0 ?        S    May01   0:00 [kblockd/7]
root        90  0.0  0.0      0     0 ?        S    May01   0:00 [kblockd/8]
root        91  0.0  0.0      0     0 ?        S    May01   0:00 [kblockd/9]
root        92  0.0  0.0      0     0 ?        S    May01   0:00 [kblockd/10]
root        93  0.0  0.0      0     0 ?        S    May01   0:01 [kblockd/11]
root        94  0.0  0.0      0     0 ?        S    May01   0:00 [kacpid]
root        95  0.0  0.0      0     0 ?        S    May01   0:00 [kacpi_notify]
root        96  0.0  0.0      0     0 ?        S    May01   0:00 [kacpi_hotplug]
root        97  0.0  0.0      0     0 ?        S    May01   0:03 [ata/0]
root        98  0.0  0.0      0     0 ?        S    May01   0:04 [ata/1]
root        99  0.0  0.0      0     0 ?        S    May01   0:12 [ata/2]
root       100  0.0  0.0      0     0 ?        S    May01   0:16 [ata/3]
root       101  0.0  0.0      0     0 ?        S    May01   0:21 [ata/4]
root       102  0.0  0.0      0     0 ?        S    May01   1:15 [ata/5]
root       103  0.0  0.0      0     0 ?        S    May01   0:02 [ata/6]
root       104  0.0  0.0      0     0 ?        S    May01   0:02 [ata/7]
root       105  0.0  0.0      0     0 ?        S    May01   0:06 [ata/8]
root       106  0.0  0.0      0     0 ?        S    May01   0:09 [ata/9]
root       107  0.0  0.0      0     0 ?        S    May01   0:11 [ata/10]
root       108  0.0  0.0      0     0 ?        S    May01   0:43 [ata/11]
root       109  0.0  0.0      0     0 ?        S    May01   0:00 [ata_aux]
root       110  0.0  0.0      0     0 ?        S    May01   0:00 [ksuspend_usbd]
root       111  0.0  0.0      0     0 ?        S    May01   0:00 [khubd]
root       112  0.0  0.0      0     0 ?        S    May01   0:00 [kseriod]
root       113  0.0  0.0      0     0 ?        S    May01   0:00 [md/0]
root       114  0.0  0.0      0     0 ?        S    May01   0:00 [md/1]
root       115  0.0  0.0      0     0 ?        S    May01   0:00 [md/2]
root       116  0.0  0.0      0     0 ?        S    May01   0:00 [md/3]
root       117  0.0  0.0      0     0 ?        S    May01   0:00 [md/4]
root       118  0.0  0.0      0     0 ?        S    May01   0:00 [md/5]
root       119  0.0  0.0      0     0 ?        S    May01   0:00 [md/6]
root       120  0.0  0.0      0     0 ?        S    May01   0:00 [md/7]
root       121  0.0  0.0      0     0 ?        S    May01   0:00 [md/8]
root       122  0.0  0.0      0     0 ?        S    May01   0:00 [md/9]
root       123  0.0  0.0      0     0 ?        S    May01   0:00 [md/10]
root       124  0.0  0.0      0     0 ?        S    May01   0:00 [md/11]
root       125  0.0  0.0      0     0 ?        S    May01   0:00 [md_misc/0]
root       126  0.0  0.0      0     0 ?        S    May01   0:00 [md_misc/1]
root       127  0.0  0.0      0     0 ?        S    May01   0:00 [md_misc/2]
root       128  0.0  0.0      0     0 ?        S    May01   0:00 [md_misc/3]
root       129  0.0  0.0      0     0 ?        S    May01   0:00 [md_misc/4]
root       130  0.0  0.0      0     0 ?        S    May01   0:00 [md_misc/5]
root       131  0.0  0.0      0     0 ?        S    May01   0:00 [md_misc/6]
root       132  0.0  0.0      0     0 ?        S    May01   0:00 [md_misc/7]
root       133  0.0  0.0      0     0 ?        S    May01   0:00 [md_misc/8]
root       134  0.0  0.0      0     0 ?        S    May01   0:00 [md_misc/9]
root       135  0.0  0.0      0     0 ?        S    May01   0:00 [md_misc/10]
root       136  0.0  0.0      0     0 ?        S    May01   0:00 [md_misc/11]
root       137  0.0  0.0      0     0 ?        S    May01   0:00 [khungtaskd]
root       138  0.1  0.0      0     0 ?        S    May01  11:45 [kswapd0]
root       139  0.0  0.0      0     0 ?        SN   May01   0:00 [ksmd]
root       140  0.0  0.0      0     0 ?        SN   May01   0:19 [khugepaged]
root       141  0.0  0.0      0     0 ?        S    May01   0:00 [aio/0]
root       142  0.0  0.0      0     0 ?        S    May01   0:00 [aio/1]
root       143  0.0  0.0      0     0 ?        S    May01   0:00 [aio/2]
root       144  0.0  0.0      0     0 ?        S    May01   0:00 [aio/3]
root       145  0.0  0.0      0     0 ?        S    May01   0:00 [aio/4]
root       146  0.0  0.0      0     0 ?        S    May01   0:00 [aio/5]
root       147  0.0  0.0      0     0 ?        S    May01   0:00 [aio/6]
root       148  0.0  0.0      0     0 ?        S    May01   0:00 [aio/7]
root       149  0.0  0.0      0     0 ?        S    May01   0:00 [aio/8]
root       150  0.0  0.0      0     0 ?        S    May01   0:00 [aio/9]
root       151  0.0  0.0      0     0 ?        S    May01   0:00 [aio/10]
root       152  0.0  0.0      0     0 ?        S    May01   0:00 [aio/11]
root       153  0.0  0.0      0     0 ?        S    May01   0:00 [crypto/0]
root       154  0.0  0.0      0     0 ?        S    May01   0:00 [crypto/1]
root       155  0.0  0.0      0     0 ?        S    May01   0:00 [crypto/2]
root       156  0.0  0.0      0     0 ?        S    May01   0:00 [crypto/3]
root       157  0.0  0.0      0     0 ?        S    May01   0:00 [crypto/4]
root       158  0.0  0.0      0     0 ?        S    May01   0:00 [crypto/5]
root       159  0.0  0.0      0     0 ?        S    May01   0:00 [crypto/6]
root       160  0.0  0.0      0     0 ?        S    May01   0:00 [crypto/7]
root       161  0.0  0.0      0     0 ?        S    May01   0:00 [crypto/8]
root       162  0.0  0.0      0     0 ?        S    May01   0:00 [crypto/9]
root       163  0.0  0.0      0     0 ?        S    May01   0:00 [crypto/10]
root       164  0.0  0.0      0     0 ?        S    May01   0:00 [crypto/11]
root       169  0.0  0.0      0     0 ?        S    May01   0:00 [kthrotld/0]
root       170  0.0  0.0      0     0 ?        S    May01   0:00 [kthrotld/1]
root       171  0.0  0.0      0     0 ?        S    May01   0:00 [kthrotld/2]
root       172  0.0  0.0      0     0 ?        S    May01   0:00 [kthrotld/3]
root       173  0.0  0.0      0     0 ?        S    May01   0:00 [kthrotld/4]
root       174  0.0  0.0      0     0 ?        S    May01   0:00 [kthrotld/5]
root       175  0.0  0.0      0     0 ?        S    May01   0:00 [kthrotld/6]
root       176  0.0  0.0      0     0 ?        S    May01   0:00 [kthrotld/7]
root       177  0.0  0.0      0     0 ?        S    May01   0:00 [kthrotld/8]
root       178  0.0  0.0      0     0 ?        S    May01   0:00 [kthrotld/9]
root       179  0.0  0.0      0     0 ?        S    May01   0:00 [kthrotld/10]
root       180  0.0  0.0      0     0 ?        S    May01   0:00 [kthrotld/11]
root       182  0.0  0.0      0     0 ?        S    May01   0:00 [kpsmoused]
root       183  0.0  0.0      0     0 ?        S    May01   0:00 [usbhid_resumer]
root       215  0.0  0.0      0     0 ?        S    May01   0:00 [kstriped]
root       387  0.0  0.0      0     0 ?        S    May01   3:39 [scsi_eh_0]
root       388  0.0  0.0      0     0 ?        S    May01   3:50 [scsi_eh_1]
root       390  0.0  0.0      0     0 ?        S    May01   0:00 [scsi_eh_2]
root       391  0.0  0.0      0     0 ?        S    May01   0:00 [scsi_eh_3]
root       468  0.0  0.0      0     0 ?        S    May01   0:08 [kdmflush]
root       483  0.0  0.0      0     0 ?        S    May01   2:30 [jbd2/dm-0-8]
root       484  0.0  0.0      0     0 ?        S    May01   0:00 [ext4-dio-unwrit]
root       485  0.0  0.0      0     0 ?        S    May01   0:00 [ext4-dio-unwrit]
root       486  0.0  0.0      0     0 ?        S    May01   0:00 [ext4-dio-unwrit]
root       487  0.0  0.0      0     0 ?        S    May01   0:00 [ext4-dio-unwrit]
root       488  0.0  0.0      0     0 ?        S    May01   0:00 [ext4-dio-unwrit]
root       489  0.0  0.0      0     0 ?        S    May01   0:00 [ext4-dio-unwrit]
root       490  0.0  0.0      0     0 ?        S    May01   0:00 [ext4-dio-unwrit]
root       491  0.0  0.0      0     0 ?        S    May01   0:00 [ext4-dio-unwrit]
root       492  0.0  0.0      0     0 ?        S    May01   0:00 [ext4-dio-unwrit]
root       493  0.0  0.0      0     0 ?        S    May01   0:00 [ext4-dio-unwrit]
root       494  0.0  0.0      0     0 ?        S    May01   0:00 [ext4-dio-unwrit]
root       495  0.0  0.0      0     0 ?        S    May01   0:00 [ext4-dio-unwrit]
root       588  0.0  0.0  11048   596 ?        S<s  May01   0:00 /sbin/udevd -d
root       744  0.0  0.0      0     0 ?        S    May01   0:00 [edac-poller]
root       817  0.0  0.0      0     0 ?        S    May01   0:00 [hd-audio0]
root      1134  0.0  0.0      0     0 ?        S    May01   0:00 [kvm-irqfd-clean]
root      1182  0.0  0.0      0     0 ?        S    May01   0:00 [kjournald]
root      1239  0.0  0.0      0     0 ?        S    May01   0:01 [kauditd]
root      1265  0.1  0.0      0     0 ?        S    May01  16:16 [flush-253:0]
root      1551  0.0  0.0  93200   752 ?        S<sl May01   0:03 auditd
root      1576  0.0  0.0 257476  2312 ?        Sl   May01   1:00 /sbin/rsyslogd -i /var/run/syslogd.pid -c 5
root      1605  0.0  0.0  10828   620 ?        Ss   May01   1:12 irqbalance --pid=/var/run/irqbalance.pid
rpc       1619  0.0  0.0  18976   868 ?        Ss   May01   0:00 rpcbind
root      2109  0.0  0.0      0     0 ?        S    May01   0:00 [iprt/0]
root      2110  0.0  0.0      0     0 ?        S    May01   0:00 [iprt/1]
root      2111  0.0  0.0      0     0 ?        S    May01   0:00 [iprt/2]
root      2112  0.0  0.0      0     0 ?        S    May01   0:00 [iprt/3]
root      2113  0.0  0.0      0     0 ?        S    May01   0:00 [iprt/4]
root      2114  0.0  0.0      0     0 ?        S    May01   0:00 [iprt/5]
root      2115  0.0  0.0      0     0 ?        S    May01   0:00 [iprt/6]
root      2116  0.0  0.0      0     0 ?        S    May01   0:00 [iprt/7]
root      2117  0.0  0.0      0     0 ?        S    May01   0:00 [iprt/8]
root      2118  0.0  0.0      0     0 ?        S    May01   0:00 [iprt/9]
root      2119  0.0  0.0      0     0 ?        S    May01   0:00 [iprt/10]
root      2120  0.0  0.0      0     0 ?        S    May01   0:00 [iprt/11]
dbus      2136  0.0  0.0  24560  1992 ?        Ss   May01   0:02 dbus-daemon --system
root      2146  0.0  0.0 100996  5600 ?        Ssl  May01   0:00 NetworkManager --pid-file=/var/run/NetworkManager/NetworkManager.pid
root      2150  0.0  0.0  58048  2096 ?        S    May01   0:00 /usr/sbin/modem-manager
rpcuser   2165  0.0  0.0  23348   996 ?        Ss   May01   0:00 rpc.statd
nslcd     2174  0.0  0.0 450968  3584 ?        Ssl  May01   1:41 /usr/sbin/nslcd
root      2198  0.0  0.0   9120  1184 ?        S    May01   0:00 /sbin/dhclient -d -4 -sf /usr/libexec/nm-dhcp-client.action -pf /var/run/dhclient-eth0.pid -lf /var/lib/dhclient/dhclient-5fb06bd0-0bb0-7ffb-45f1-d6edd65f3e03-eth0.lease -cf /var/run/nm-dhclient-eth0.conf eth0
root      2222  0.0  0.0 191824  3372 ?        Ss   May01   0:00 cupsd -C /etc/cups/cupsd.conf
root      2247  0.0  0.0   4080   620 ?        Ss   May01   0:00 /usr/sbin/acpid
68        2256  0.0  0.0  41152  4120 ?        Ssl  May01   0:02 hald
root      2257  0.0  0.0  20324  1272 ?        S    May01   0:00 hald-runner
root      2345  0.0  0.0  22444  1228 ?        S    May01   0:01 hald-addon-input: Listening on /dev/input/event5 /dev/input/event4 /dev/input/event0 /dev/input/event1
68        2349  0.0  0.0  17932   968 ?        S    May01   0:00 hald-addon-acpi: listening on acpid socket /var/run/acpid.socket
root      2350  0.0  0.0  22440  1204 ?        S    May01   2:22 hald-addon-storage: polling /dev/sr1 (every 2 sec)
root      2351  0.0  0.0  22440  1204 ?        S    May01   2:32 hald-addon-storage: polling /dev/sr0 (every 2 sec)
root      2373  0.0  0.0  91272   940 ?        Ssl  May01   0:00 pcscd
root      2389  0.0  0.0 390028  1612 ?        Ssl  May01   0:03 automount --pid-file /var/run/autofs.pid
nscd      2406  0.0  0.0 1105384 1788 ?        Ssl  May01   0:11 /usr/sbin/nscd
root      2758  0.0  0.0   4360   392 ?        Ss   May01   0:00 /usr/sbin/mcelog --daemon
root      2770  0.0  0.0      0     0 ?        S    May01   0:00 [afs_pagecopy]
root      2776  0.0  0.0      0     0 ?        S    May01   0:30 [afs_rxlistener]
root      2777  0.0  0.0      0     0 ?        S    May01   0:14 [afs_rxevent]
root      2778  0.0  0.0      0     0 ?        S    May01   0:00 [afs_callback]
root      2779  0.0  0.0   6772   576 ?        Ss   May01   0:00 /usr/vice/etc/afsd -dynroot -fakestat -afsdb
root      2785  0.0  0.0      0     0 ?        S    May01   0:18 [afsd]
root      2786  0.0  0.0      0     0 ?        S    May01   0:07 [afs_checkserver]
root      2788  0.0  0.0      0     0 ?        S    May01   0:02 [afs_background]
root      2789  0.0  0.0      0     0 ?        S    May01   0:01 [afs_background]
root      2790  0.0  0.0      0     0 ?        S    May01   0:02 [afs_background]
root      2791  0.0  0.0      0     0 ?        S    May01   0:01 [afs_background]
root      2793  0.0  0.0      0     0 ?        S    May01   0:03 [afs_cachetrim]
root      2805  0.0  0.0  64716   628 ?        Ss   May01   0:01 /usr/sbin/sshd
root      2813  0.0  0.0  22604   828 ?        Ss   May01   0:02 xinetd -stayalive -pidfile /var/run/xinetd.pid
ntp       2821  0.0  0.0  25240  1336 ?        Ss   May01   0:00 ntpd -u ntp:ntp -p /var/run/ntpd.pid -g
root      2901  0.0  0.0  80028  2652 ?        Ss   May01   0:01 /usr/libexec/postfix/master
postfix   2910  0.0  0.0  80064  3100 ?        S    May01   0:00 qmgr -l -t fifo -u
root      2925  0.0  0.0 108488   988 ?        Ss   May01   0:08 /usr/sbin/abrtd
root      2933  0.0  0.0 108204  1004 ?        Ss   May01   0:08 abrt-dump-oops -d /var/spool/abrt -rwx /var/log/messages
root      2946  0.0  0.0   6736   532 ?        Ss   May01   0:04 /usr/sbin/gpm -m /dev/input/mice -t exps2
root      2956  0.0  0.0 106536  1080 ?        S    May01   0:08 /bin/bash /usr/sbin/ksmtuned
root      2965  0.0  0.0 115404  1064 ?        Ss   May01   0:00 crond
root      2976  0.0  0.0  19860   464 ?        Ss   May01   0:00 /usr/sbin/atd
root      2992  0.0  0.0 717532  5360 ?        Ssl  May01   0:04 /usr/libexec/karl
root      3014  0.0  0.0 100920   680 ?        Ss   May01   0:00 rhnsd
root      3022  0.0  0.0 104016   676 ?        Ss   May01   0:00 /usr/bin/rhsmcertd
root      3056  0.0  0.0 112920  1772 ?        Sl   May01   6:06 spiceusbsrvd
root      3059  0.0  0.0 132252  2264 ?        Ssl  May01   0:00 /usr/sbin/gdm-binary -nodaemon
root      3064  0.0  0.0   4060   564 tty2     Ss+  May01   0:00 /sbin/mingetty /dev/tty2
root      3066  0.0  0.0   4060   568 tty3     Ss+  May01   0:00 /sbin/mingetty /dev/tty3
root      3068  0.0  0.0   4060   568 tty4     Ss+  May01   0:00 /sbin/mingetty /dev/tty4
root      3070  0.0  0.0   4060   568 tty5     Ss+  May01   0:00 /sbin/mingetty /dev/tty5
root      3076  0.0  0.0  10820   740 ?        S<   May01   0:00 /sbin/udevd -d
root      3120  0.0  0.0  10820   668 ?        S<   May01   0:00 /sbin/udevd -d
root      3133  0.0  0.0 4184304 4136 ?        Sl   May01   0:00 /usr/sbin/console-kit-daemon --no-daemon
root      3208  0.0  0.0  49896  3112 ?        S    May01   0:00 /usr/libexec/devkit-power-daemon
root      3246  0.0  0.0  55020  4512 ?        S    May01   0:00 /usr/libexec/polkit-1/polkitd
rtkit     3259  0.0  0.0 166560  1212 ?        SNl  May01   0:09 /usr/libexec/rtkit-daemon
root      3461  0.0  0.0  55648  3444 ?        Sl   May01   0:33 /usr/libexec/udisks-daemon
root      3462  0.0  0.0  45032   872 ?        S    May01   2:32 udisks-daemon: polling /dev/sr0 /dev/sr1
jihyel    3663  0.0  0.1 793948 13836 ?        Sl   May01   0:00 /usr/libexec/e-calendar-factory
root      3825  0.0  0.0  44964  1032 ?        Ss   May01   0:00 /usr/sbin/wpa_supplicant -c /etc/wpa_supplicant/wpa_supplicant.conf -B -u -f /var/log/wpa_supplicant.log -P /var/run/wpa_supplicant.pid
hadoop    4100  5.8  4.0 6202980 497120 ?      SNl  May01 504:30 /usr/lib/jvm/java/bin/java -Dproc_datanode -Xmx2000m -server -Dcom.sun.management.jmxremote -Dcom.sun.management.jmxremote -Dcom.sun.management.jmxremote -Dhadoop.log.dir=/var/local/hadoop/logs -Dhadoop.log.file=hadoop-hadoop-datanode-ghc45.ghc.andrew.cmu.edu.log -Dhadoop.home.dir=/usr/local/hadoop-1.0.1/libexec/.. -Dhadoop.id.str=hadoop -Dhadoop.root.logger=INFO,DRFA -Dhadoop.security.logger=INFO,NullAppender -Djava.library.path=/usr/local/hadoop-1.0.1/libexec/../lib/native/Linux-amd64-64 -Dhadoop.policy.file=hadoop-policy.xml -classpath /usr/local/hadoop-1.0.1/libexec/../conf:/usr/lib/jvm/java/lib/tools.jar:/usr/local/hadoop-1.0.1/libexec/..:/usr/local/hadoop-1.0.1/libexec/../hadoop-core-1.0.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/asm-3.2.jar:/usr/local/hadoop-1.0.1/libexec/../lib/aspectjrt-1.6.5.jar:/usr/local/hadoop-1.0.1/libexec/../lib/aspectjtools-1.6.5.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-beanutils-1.7.0.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-beanutils-core-1.8.0.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-cli-1.2.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-codec-1.4.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-collections-3.2.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-configuration-1.6.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-daemon-1.0.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-digester-1.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-el-1.0.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-httpclient-3.0.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-lang-2.4.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-logging-1.1.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-logging-api-1.0.4.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-math-2.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-net-1.4.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/core-3.1.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/hadoop-capacity-scheduler-1.0.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/hadoop-fairscheduler-1.0.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/hadoop-thriftfs-1.0.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/hsqldb-1.8.0.10.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jackson-core-asl-1.8.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jackson-mapper-asl-1.8.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jasper-compiler-5.5.12.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jasper-runtime-5.5.12.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jdeb-0.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jersey-core-1.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jersey-json-1.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jersey-server-1.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jets3t-0.6.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jetty-6.1.26.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jetty-util-6.1.26.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jsch-0.1.42.jar:/usr/local/hadoop-1.0.1/libexec/../lib/junit-4.5.jar:/usr/local/hadoop-1.0.1/libexec/../lib/kfs-0.2.2.jar:/usr/local/hadoop-1.0.1/libexec/../lib/log4j-1.2.15.jar:/usr/local/hadoop-1.0.1/libexec/../lib/mockito-all-1.8.5.jar:/usr/local/hadoop-1.0.1/libexec/../lib/oro-2.0.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/servlet-api-2.5-20081211.jar:/usr/local/hadoop-1.0.1/libexec/../lib/slf4j-api-1.4.3.jar:/usr/local/hadoop-1.0.1/libexec/../lib/slf4j-log4j12-1.4.3.jar:/usr/local/hadoop-1.0.1/libexec/../lib/xmlenc-0.52.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jsp-2.1/jsp-2.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jsp-2.1/jsp-api-2.1.jar org.apache.hadoop.hdfs.server.datanode.DataNode
